datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2005-06-06,M-EA4,M-EA4_20050606,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,62.5,%
2008-06-03,M-EA4,M-EA4_20080603,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,62.5,%
2011-05-05,M-EA4,M-EA4_20110505,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2014-05-14,M-EA4,M-EA4_20140514,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2017-04-28,M-EA4,M-EA4_20170428,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2020-05-21,M-EA4,M-EA4_20200521,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2002-05-22,M-EA4,M-EA4_20020522,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,37.5,%
2005-06-06,M-EA4,M-EA4_20050606,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,62.5,%
2008-06-03,M-EA4,M-EA4_20080603,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,2.5,%
2011-05-05,M-EA4,M-EA4_20110505,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,62.5,%
2014-05-14,M-EA4,M-EA4_20140514,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2017-04-28,M-EA4,M-EA4_20170428,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,62.5,%
2002-05-22,M-EA4,M-EA4_20020522,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2005-06-06,M-EA4,M-EA4_20050606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2008-06-03,M-EA4,M-EA4_20080603,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,15.0,%
2011-05-05,M-EA4,M-EA4_20110505,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2017-04-28,M-EA4,M-EA4_20170428,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA4,M-EA4_20200521,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2005-06-06,M-EA5,M-EA5_20050606,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,37.5,%
2008-06-03,M-EA5,M-EA5_20080603,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,37.5,%
2011-05-05,M-EA5,M-EA5_20110505,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,62.5,%
2014-05-14,M-EA5,M-EA5_20140514,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2017-04-28,M-EA5,M-EA5_20170428,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2020-05-21,M-EA5,M-EA5_20200521,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,62.5,%
2011-05-05,M-EA5,M-EA5_20110505,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,37.5,%
2017-04-28,M-EA5,M-EA5_20170428,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,2.5,%
2020-05-21,M-EA5,M-EA5_20200521,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,87.5,%
2002-05-22,M-EA5,M-EA5_20020522,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2005-06-06,M-EA5,M-EA5_20050606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2008-06-03,M-EA5,M-EA5_20080603,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2011-05-05,M-EA5,M-EA5_20110505,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,2.5,%
2017-04-28,M-EA5,M-EA5_20170428,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA5,M-EA5_20200521,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2005-06-06,M-EA6,M-EA6_20050606,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2008-06-03,M-EA6,M-EA6_20080603,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,62.5,%
2011-05-05,M-EA6,M-EA6_20110505,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2014-05-14,M-EA6,M-EA6_20140514,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2017-04-28,M-EA6,M-EA6_20170428,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2020-05-21,M-EA6,M-EA6_20200521,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2011-05-05,M-EA6,M-EA6_20110505,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,2.5,%
2014-05-14,M-EA6,M-EA6_20140514,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2017-04-28,M-EA6,M-EA6_20170428,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA6,M-EA6_20200521,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2002-05-22,M-EA6,M-EA6_20020522,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2005-06-06,M-EA6,M-EA6_20050606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2008-06-03,M-EA6,M-EA6_20080603,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,62.5,%
2011-05-05,M-EA6,M-EA6_20110505,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,2.5,%
2014-05-14,M-EA6,M-EA6_20140514,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2017-04-28,M-EA6,M-EA6_20170428,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA6,M-EA6_20200521,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA6,M-EA6_20200521,HumanObservation,Intertidal,Intertidal,Bostrychia scorpioides,144791,0.25 m2,Coverage,0.1,%
2002-05-22,M-EA7,M-EA7_20020522,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,15.0,%
2005-06-06,M-EA7,M-EA7_20050606,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2008-06-03,M-EA7,M-EA7_20080603,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,37.5,%
2011-05-05,M-EA7,M-EA7_20110505,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2014-05-14,M-EA7,M-EA7_20140514,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2017-04-28,M-EA7,M-EA7_20170428,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2020-05-21,M-EA7,M-EA7_20200521,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2002-05-22,M-EA7,M-EA7_20020522,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2005-06-06,M-EA7,M-EA7_20050606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,37.5,%
2008-06-03,M-EA7,M-EA7_20080603,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2011-05-05,M-EA7,M-EA7_20110505,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2014-05-14,M-EA7,M-EA7_20140514,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2017-04-28,M-EA7,M-EA7_20170428,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2017-04-28,M-EA7,M-EA7_20170428,HumanObservation,Intertidal,Intertidal,Bostrychia scorpioides,144791,0.25 m2,Coverage,0.1,%
2020-05-21,M-EA7,M-EA7_20200521,HumanObservation,Intertidal,Intertidal,Bostrychia scorpioides,144791,0.25 m2,Coverage,15.0,%
2020-05-21,M-EA7,M-EA7_20200521,HumanObservation,Intertidal,Intertidal,Bolboschoenus maritimus,416203,0.25 m2,Coverage,62.5,%
2008-06-18,M-EB1,M-EB1_20080618,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,62.5,%
2011-05-19,M-EB1,M-EB1_20110519,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2014-05-29,M-EB1,M-EB1_20140529,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2020-06-22,M-EB1,M-EB1_20200622,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2002-04-20,M-EB1,M-EB1_20020420,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2005-06-09,M-EB1,M-EB1_20050609,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2008-06-18,M-EB1,M-EB1_20080618,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2011-05-19,M-EB1,M-EB1_20110519,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2014-05-29,M-EB1,M-EB1_20140529,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2017-05-11,M-EB1,M-EB1_20170511,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2020-06-22,M-EB1,M-EB1_20200622,HumanObservation,Intertidal,Intertidal,Enteromorpha sp.,144294,0.25 m2,Coverage,87.5,%
2014-05-29,M-EB1,M-EB1_20140529,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,37.5,%
2017-05-11,M-EB1,M-EB1_20170511,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,37.5,%
2020-06-22,M-EB1,M-EB1_20200622,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,37.5,%
2002-04-20,M-EB1,M-EB1_20020420,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,0.1,%
2011-05-19,M-EB1,M-EB1_20110519,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,62.5,%
2017-05-11,M-EB1,M-EB1_20170511,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,37.5,%
2020-06-22,M-EB1,M-EB1_20200622,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,37.5,%
2014-05-29,M-EB1,M-EB1_20140529,HumanObservation,Intertidal,Intertidal,Caulacanthus ustulatus,145606,0.25 m2,Coverage,87.5,%
2017-05-11,M-EB1,M-EB1_20170511,HumanObservation,Intertidal,Intertidal,Caulacanthus ustulatus,145606,0.25 m2,Coverage,87.5,%
2020-06-22,M-EB1,M-EB1_20200622,HumanObservation,Intertidal,Intertidal,Caulacanthus ustulatus,145606,0.25 m2,Coverage,87.5,%
2005-06-09,M-EB10,M-EB10_20050609,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,15.0,%
2011-05-23,M-EB10,M-EB10_20110523,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2014-06-06,M-EB10,M-EB10_20140606,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2017-06-15,M-EB10,M-EB10_20170615,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2020-06-25,M-EB10,M-EB10_20200625,HumanObservation,Intertidal,Intertidal,Vaucheria sp.,144303,0.25 m2,Coverage,87.5,%
2008-06-06,M-EB10,M-EB10_20080606,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2011-05-23,M-EB10,M-EB10_20110523,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2014-06-06,M-EB10,M-EB10_20140606,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2017-06-15,M-EB10,M-EB10_20170615,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2020-06-25,M-EB10,M-EB10_20200625,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2014-06-06,M-EB10,M-EB10_20140606,HumanObservation,Intertidal,Intertidal,Fucus spiralis,145547,0.25 m2,Coverage,15.0,%
2008-06-06,M-EB10,M-EB10_20080606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2011-05-23,M-EB10,M-EB10_20110523,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,0.1,%
2017-06-15,M-EB10,M-EB10_20170615,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,15.0,%
2020-06-25,M-EB10,M-EB10_20200625,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,15.0,%
2002-04-20,M-EB10,M-EB10_20020420,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,87.5,%
2005-06-09,M-EB10,M-EB10_20050609,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,62.5,%
2008-06-06,M-EB10,M-EB10_20080606,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,37.5,%
2011-05-23,M-EB10,M-EB10_20110523,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,87.5,%
2014-06-06,M-EB10,M-EB10_20140606,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,87.5,%
2017-06-15,M-EB10,M-EB10_20170615,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,87.5,%
2020-06-25,M-EB10,M-EB10_20200625,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,87.5,%
2014-06-06,M-EB11,M-EB11_20140606,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,0.1,%
2017-06-15,M-EB11,M-EB11_20170615,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,62.5,%
2020-06-25,M-EB11,M-EB11_20200625,HumanObservation,Intertidal,Intertidal,Ulva sp.,144296,0.25 m2,Coverage,62.5,%
2002-04-20,M-EB11,M-EB11_20020420,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,62.5,%
2005-06-09,M-EB11,M-EB11_20050609,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,62.5,%
2008-06-06,M-EB11,M-EB11_20080606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,62.5,%
2011-05-23,M-EB11,M-EB11_20110523,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2014-06-06,M-EB11,M-EB11_20140606,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2017-06-15,M-EB11,M-EB11_20170615,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2020-06-25,M-EB11,M-EB11_20200625,HumanObservation,Intertidal,Intertidal,Fucus ceranoides,145542,0.25 m2,Coverage,87.5,%
2002-04-20,M-EB11,M-EB11_20020420,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,62.5,%
2005-06-09,M-EB11,M-EB11_20050609,HumanObservation,Intertidal,Intertidal,Gracilaria sp.,144188,0.25 m2,Coverage,15.0,%
