datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Polydora cornuta,131143,0.25 m2 * 3,Abundance,18.67,Ind/m2
2003-02-28,E-A5,E-A5_20030228,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,1.33,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,421.33,Ind/m2
2012-01-24,E-A5,E-A5_20120124,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,4.0,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,9.33,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,16.0,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,80.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,1.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,17.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Streblospio eunateae,1418669,0.25 m2 * 3,Abundance,35.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Streblospio eunateae,1418669,0.25 m2 * 3,Abundance,33.0,Ind/m2
2005-02-21,E-A5,E-A5_20050221,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.33,Ind/m2
2006-02-16,E-A5,E-A5_20060216,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,5.33,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,4.0,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,3.0,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1485.33,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.33,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,5.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,9.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,220.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,3.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,4.0,Ind/m2
2002-02-14,E-A5,E-A5_20020214,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,11041.33,Ind/m2
2003-02-28,E-A5,E-A5_20030228,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,284.0,Ind/m2
2004-02-10,E-A5,E-A5_20040210,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,441.33,Ind/m2
2005-02-21,E-A5,E-A5_20050221,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,1629.33,Ind/m2
2006-02-16,E-A5,E-A5_20060216,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,682.67,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,524.0,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,423.0,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,296.0,Ind/m2
2010-01-20,E-A5,E-A5_20100120,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,2101.33,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,5461.33,Ind/m2
2012-01-24,E-A5,E-A5_20120124,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,765.33,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,525.33,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,253.0,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,878.67,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,408.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,688.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,315.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,4231.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,47.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,2743.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,56.0,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,42.67,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,2.67,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,3.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,13.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,8.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,4.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,21.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,11.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,73.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Omalogyra atomus,140616,0.25 m2 * 3,Abundance,8.0,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Odostomia sp.,138413,0.25 m2 * 3,Abundance,2.67,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Myosotella myosotis,139673,0.25 m2 * 3,Abundance,2.67,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Myosotella myosotis,139673,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Myosotella myosotis,139673,0.25 m2 * 3,Abundance,1.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Kellia suborbicularis,140161,0.25 m2 * 3,Abundance,4.0,Ind/m2
2010-01-20,E-A5,E-A5_20100120,MaterialSample,Intertidal,Intertidal,Kurtiella bidentata,345281,0.25 m2 * 3,Abundance,2.67,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Kurtiella bidentata,345281,0.25 m2 * 3,Abundance,4.0,Ind/m2
2006-02-16,E-A5,E-A5_20060216,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,2.67,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,837.33,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,3.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,3.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,5.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,1.0,Ind/m2
2010-01-20,E-A5,E-A5_20100120,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,1.33,Ind/m2
2012-01-24,E-A5,E-A5_20120124,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,2.67,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,4.0,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,3.0,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,28.0,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,1.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,9.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Euglesa casertana,885716,0.25 m2 * 3,Abundance,4.0,Ind/m2
2009-01-14,E-A5,E-A5_20090114,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,8.0,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Leptognathiidae,237596,0.25 m2 * 3,Abundance,1.33,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Paragnathia formica,119001,0.25 m2 * 3,Abundance,1.0,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Paragnathia formica,119001,0.25 m2 * 3,Abundance,1.33,Ind/m2
2002-02-14,E-A5,E-A5_20020214,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2004-02-10,E-A5,E-A5_20040210,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2005-02-21,E-A5,E-A5_20050221,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,2.67,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,7.0,Ind/m2
2010-01-20,E-A5,E-A5_20100120,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,12.0,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.0,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,21.33,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,112.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,456.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,101.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,123.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,41.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,100.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,21.0,Ind/m2
2002-02-14,E-A5,E-A5_20020214,MaterialSample,Intertidal,Intertidal,Lekanesphaera hookeri,118953,0.25 m2 * 3,Abundance,8.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Lekanesphaera hookeri,118953,0.25 m2 * 3,Abundance,7.0,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Lekanesphaera rugicauda,118958,0.25 m2 * 3,Abundance,2.67,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Lekanesphaera rugicauda,118958,0.25 m2 * 3,Abundance,8.0,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Lekanesphaera rugicauda,118958,0.25 m2 * 3,Abundance,9.33,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Lekanesphaera rugicauda,118958,0.25 m2 * 3,Abundance,4.0,Ind/m2
2004-02-10,E-A5,E-A5_20040210,MaterialSample,Intertidal,Intertidal,Gammaridea,1207,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Leptocheirus pilosus,102040,0.25 m2 * 3,Abundance,1.0,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Corophium sp.,101489,0.25 m2 * 3,Abundance,1.0,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Corophium multisetosum,102096,0.25 m2 * 3,Abundance,3.0,Ind/m2
2020-01-27,E-A5,E-A5_20200127,MaterialSample,Intertidal,Intertidal,Gammarus sp.,101537,0.25 m2 * 3,Abundance,13.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Melita sp.,101679,0.25 m2 * 3,Abundance,7.0,Ind/m2
2005-02-21,E-A5,E-A5_20050221,MaterialSample,Intertidal,Intertidal,Talitridae,101411,0.25 m2 * 3,Abundance,1.33,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Insecta,1307,0.25 m2 * 3,Abundance,1.33,Ind/m2
2012-01-24,E-A5,E-A5_20120124,MaterialSample,Intertidal,Intertidal,Insecta,1307,0.25 m2 * 3,Abundance,1.33,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Insecta,1307,0.25 m2 * 3,Abundance,5.33,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Insecta,1307,0.25 m2 * 3,Abundance,26.67,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Insecta,1307,0.25 m2 * 3,Abundance,4.0,Ind/m2
2002-02-14,E-A5,E-A5_20020214,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,8.0,Ind/m2
2003-02-28,E-A5,E-A5_20030228,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,1.33,Ind/m2
2004-02-10,E-A5,E-A5_20040210,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,20.0,Ind/m2
2005-02-21,E-A5,E-A5_20050221,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,9.33,Ind/m2
2006-02-16,E-A5,E-A5_20060216,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,22.67,Ind/m2
2007-02-13,E-A5,E-A5_20070213,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,4.0,Ind/m2
2008-01-28,E-A5,E-A5_20080128,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,16.0,Ind/m2
2010-01-20,E-A5,E-A5_20100120,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,40.0,Ind/m2
2011-01-21,E-A5,E-A5_20110121,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,20.0,Ind/m2
2012-01-24,E-A5,E-A5_20120124,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,16.0,Ind/m2
2013-01-30,E-A5,E-A5_20130130,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,89.33,Ind/m2
2014-02-18,E-A5,E-A5_20140218,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,3.0,Ind/m2
2015-02-16,E-A5,E-A5_20150216,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,104.0,Ind/m2
2016-01-26,E-A5,E-A5_20160126,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,7.0,Ind/m2
2017-02-13,E-A5,E-A5_20170213,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,151.0,Ind/m2
2018-01-17,E-A5,E-A5_20180117,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,323.0,Ind/m2
2019-01-21,E-A5,E-A5_20190121,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,215.0,Ind/m2
2021-03-15,E-A5,E-A5_20210315,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,1.0,Ind/m2
2022-02-17,E-A5,E-A5_20220217,MaterialSample,Intertidal,Intertidal,Diptera,118088,0.25 m2 * 3,Abundance,1.0,Ind/m2
2001-02-06,E-B10,E-B10_20010206,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,2.67,Ind/m2
2002-02-13,E-B10,E-B10_20020213,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,2.67,Ind/m2
2004-02-11,E-B10,E-B10_20040211,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,1.33,Ind/m2
2005-02-16,E-B10,E-B10_20050216,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,1.33,Ind/m2
2018-01-23,E-B10,E-B10_20180123,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,3.0,Ind/m2
2021-01-25,E-B10,E-B10_20210125,MaterialSample,Intertidal,Intertidal,NEMERTEA,152391,0.25 m2 * 3,Abundance,3.0,Ind/m2
2001-02-06,E-B10,E-B10_20010206,MaterialSample,Intertidal,Intertidal,Tubulanus polymorphus,122637,0.25 m2 * 3,Abundance,1.33,Ind/m2
